result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size      182, 3773165 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size      548, 3773165 req, miss ratio 0.2983, byte miss ratio 0.2983
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size     1827, 3773165 req, miss ratio 0.2844, byte miss ratio 0.2844
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size     5483, 3773165 req, miss ratio 0.2773, byte miss ratio 0.2773
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size    18279, 3773165 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size    36558, 3773165 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size    73116, 3773165 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns9544.oracleGeneral.zst LeCaR cache size   146232, 3773165 req, miss ratio 0.0514, byte miss ratio 0.0514
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size      182, 3773165 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size      548, 3773165 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size     1827, 3773165 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size     5483, 3773165 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size    18279, 3773165 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size    36558, 3773165 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size    73116, 3773165 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns9544.oracleGeneral.zst LIRS cache size   146232, 3773165 req, miss ratio 0.0514, byte miss ratio 0.0514
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size      182, 3773165 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size      548, 3773165 req, miss ratio 0.3062, byte miss ratio 0.3062
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size     1827, 3773165 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size     5483, 3773165 req, miss ratio 0.2781, byte miss ratio 0.2781
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size    18279, 3773165 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size    36558, 3773165 req, miss ratio 0.2184, byte miss ratio 0.2184
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size    73116, 3773165 req, miss ratio 0.1803, byte miss ratio 0.1803
result/tencentBlock.ns9544.oracleGeneral.zst LRU cache size   146232, 3773165 req, miss ratio 0.0529, byte miss ratio 0.0529
result/tencentBlock.ns9544.oracleGeneral.zst clock2 cache size      182, 3773165 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns9544.oracleGeneral.zst clock2 cache size      548, 3773165 req, miss ratio 0.2986, byte miss ratio 0.2986
