result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size      220, 4530253 req, miss ratio 0.8471, byte miss ratio 0.8471
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size      662, 4530253 req, miss ratio 0.5872, byte miss ratio 0.5872
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size     2209, 4530253 req, miss ratio 0.3316, byte miss ratio 0.3316
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size     6629, 4530253 req, miss ratio 0.2078, byte miss ratio 0.2078
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size    22098, 4530253 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size    44196, 4530253 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size    88392, 4530253 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns7347.oracleGeneral.zst FIFO cache size   176784, 4530253 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size      220, 4530253 req, miss ratio 0.7924, byte miss ratio 0.7924
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size      662, 4530253 req, miss ratio 0.4613, byte miss ratio 0.4613
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size     2209, 4530253 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size     6629, 4530253 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size    22098, 4530253 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size    44196, 4530253 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size    88392, 4530253 req, miss ratio 0.0549, byte miss ratio 0.0549
result/tencentBlock.ns7347.oracleGeneral.zst LeCaR cache size   176784, 4530253 req, miss ratio 0.0489, byte miss ratio 0.0489
result/tencentBlock.ns7347.oracleGeneral.zst Cacheus cache size      220, 4530253 req, miss ratio 0.6307, byte miss ratio 0.6307
