result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size      156, 2794458 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size      469, 2794458 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size     1563, 2794458 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size     4690, 2794458 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size    15636, 2794458 req, miss ratio 0.1903, byte miss ratio 0.1903
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size    31272, 2794458 req, miss ratio 0.1730, byte miss ratio 0.1730
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size    62544, 2794458 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns8381.oracleGeneral.zst ARC cache size   125088, 2794458 req, miss ratio 0.0563, byte miss ratio 0.0563
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size      156, 2794458 req, miss ratio 0.4149, byte miss ratio 0.4149
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size      469, 2794458 req, miss ratio 0.3132, byte miss ratio 0.3132
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size     1563, 2794458 req, miss ratio 0.2698, byte miss ratio 0.2698
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size     4690, 2794458 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size    15636, 2794458 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size    31272, 2794458 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size    62544, 2794458 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns8381.oracleGeneral.zst FIFO cache size   125088, 2794458 req, miss ratio 0.0657, byte miss ratio 0.0657
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size      156, 2794458 req, miss ratio 0.3199, byte miss ratio 0.3199
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size      469, 2794458 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size     1563, 2794458 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size     4690, 2794458 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size    15636, 2794458 req, miss ratio 0.2261, byte miss ratio 0.2261
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size    31272, 2794458 req, miss ratio 0.1821, byte miss ratio 0.1821
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size    62544, 2794458 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns8381.oracleGeneral.zst clock2 cache size   125088, 2794458 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size      156, 2794458 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size      469, 2794458 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size     1563, 2794458 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size     4690, 2794458 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size    15636, 2794458 req, miss ratio 0.2290, byte miss ratio 0.2290
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size    31272, 2794458 req, miss ratio 0.1867, byte miss ratio 0.1867
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size    62544, 2794458 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns8381.oracleGeneral.zst LRU cache size   125088, 2794458 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size      156, 2794458 req, miss ratio 0.3163, byte miss ratio 0.3163
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size      469, 2794458 req, miss ratio 0.2643, byte miss ratio 0.2643
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size     1563, 2794458 req, miss ratio 0.2506, byte miss ratio 0.2506
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size     4690, 2794458 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size    15636, 2794458 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size    31272, 2794458 req, miss ratio 0.1665, byte miss ratio 0.1665
result/tencentBlock.ns8381.oracleGeneral.zst LeCaR cache size    62544, 2794458 req, miss ratio 0.1007, byte miss ratio 0.1007
