result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size      647, 9468424 req, miss ratio 0.2942, byte miss ratio 0.2942
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size     1942, 9468424 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size     6475, 9468424 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size    19426, 9468424 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size    64754, 9468424 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size   129508, 9468424 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size   259016, 9468424 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns15431.oracleGeneral.zst LIRS cache size   518032, 9468424 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size      647, 9468424 req, miss ratio 0.2672, byte miss ratio 0.2672
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size     1942, 9468424 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size     6475, 9468424 req, miss ratio 0.2564, byte miss ratio 0.2564
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size    19426, 9468424 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size    64754, 9468424 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size   129508, 9468424 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size   259016, 9468424 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns15431.oracleGeneral.zst Clock cache size   518032, 9468424 req, miss ratio 0.0701, byte miss ratio 0.0701
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size      647, 9468424 req, miss ratio 0.2670, byte miss ratio 0.2670
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size     1942, 9468424 req, miss ratio 0.2634, byte miss ratio 0.2634
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size     6475, 9468424 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size    19426, 9468424 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size    64754, 9468424 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size   129508, 9468424 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size   259016, 9468424 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns15431.oracleGeneral.zst LRU cache size   518032, 9468424 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size      647, 9468424 req, miss ratio 0.2643, byte miss ratio 0.2643
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size     1942, 9468424 req, miss ratio 0.2603, byte miss ratio 0.2603
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size     6475, 9468424 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size    19426, 9468424 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size    64754, 9468424 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size   129508, 9468424 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size   259016, 9468424 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns15431.oracleGeneral.zst ARC cache size   518032, 9468424 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size      647, 9468424 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size     1942, 9468424 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size     6475, 9468424 req, miss ratio 0.2539, byte miss ratio 0.2539
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size    19426, 9468424 req, miss ratio 0.1709, byte miss ratio 0.1709
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size    64754, 9468424 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size   129508, 9468424 req, miss ratio 0.0831, byte miss ratio 0.0831
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size   259016, 9468424 req, miss ratio 0.0735, byte miss ratio 0.0735
result/tencentBlock.ns15431.oracleGeneral.zst S3FIFO-1 cache size   518032, 9468424 req, miss ratio 0.0703, byte miss ratio 0.0703
