result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size      615, 1886940 req, miss ratio 0.5142, byte miss ratio 0.5142
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size     1846, 1886940 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size     6153, 1886940 req, miss ratio 0.5085, byte miss ratio 0.5085
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size    18461, 1886940 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size    61537, 1886940 req, miss ratio 0.3984, byte miss ratio 0.3984
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size   123074, 1886940 req, miss ratio 0.3554, byte miss ratio 0.3554
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size   246148, 1886940 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns3647.oracleGeneral.zst S3FIFO-1 cache size   492297, 1886940 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size      615, 1886940 req, miss ratio 0.5154, byte miss ratio 0.5154
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size     1846, 1886940 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size     6153, 1886940 req, miss ratio 0.5091, byte miss ratio 0.5091
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size    18461, 1886940 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size    61537, 1886940 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size   123074, 1886940 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size   246148, 1886940 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns3647.oracleGeneral.zst LeCaR cache size   492297, 1886940 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size      615, 1886940 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size     1846, 1886940 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size     6153, 1886940 req, miss ratio 0.5120, byte miss ratio 0.5120
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size    18461, 1886940 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size    61537, 1886940 req, miss ratio 0.4304, byte miss ratio 0.4304
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size   123074, 1886940 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size   246148, 1886940 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns3647.oracleGeneral.zst FIFO cache size   492297, 1886940 req, miss ratio 0.3376, byte miss ratio 0.3376
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size      615, 1886940 req, miss ratio 0.6217, byte miss ratio 0.6217
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size     1846, 1886940 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size     6153, 1886940 req, miss ratio 0.5084, byte miss ratio 0.5084
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size    18461, 1886940 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size    61537, 1886940 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size   123074, 1886940 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size   246148, 1886940 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns3647.oracleGeneral.zst LIRS cache size   492297, 1886940 req, miss ratio 0.3278, byte miss ratio 0.3278
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size      615, 1886940 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size     1846, 1886940 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size     6153, 1886940 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size    18461, 1886940 req, miss ratio 0.4796, byte miss ratio 0.4796
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size    61537, 1886940 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size   123074, 1886940 req, miss ratio 0.3743, byte miss ratio 0.3743
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size   246148, 1886940 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns3647.oracleGeneral.zst Cacheus cache size   492297, 1886940 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size      615, 1886940 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size     1846, 1886940 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size     6153, 1886940 req, miss ratio 0.5092, byte miss ratio 0.5092
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size    18461, 1886940 req, miss ratio 0.4777, byte miss ratio 0.4777
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size    61537, 1886940 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size   123074, 1886940 req, miss ratio 0.3583, byte miss ratio 0.3583
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size   246148, 1886940 req, miss ratio 0.3368, byte miss ratio 0.3368
result/tencentBlock.ns3647.oracleGeneral.zst ARC cache size   492297, 1886940 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size      615, 1886940 req, miss ratio 0.5159, byte miss ratio 0.5159
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size     1846, 1886940 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size     6153, 1886940 req, miss ratio 0.5062, byte miss ratio 0.5062
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size    18461, 1886940 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size    61537, 1886940 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size   123074, 1886940 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size   246148, 1886940 req, miss ratio 0.3354, byte miss ratio 0.3354
result/tencentBlock.ns3647.oracleGeneral.zst LHD cache size   492297, 1886940 req, miss ratio 0.3272, byte miss ratio 0.3272
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size      615, 1886940 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size     1846, 1886940 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size     6153, 1886940 req, miss ratio 0.5091, byte miss ratio 0.5091
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size    18461, 1886940 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size    61537, 1886940 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size   123074, 1886940 req, miss ratio 0.3739, byte miss ratio 0.3739
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size   246148, 1886940 req, miss ratio 0.3366, byte miss ratio 0.3366
result/tencentBlock.ns3647.oracleGeneral.zst clock2 cache size   492297, 1886940 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns3647.oracleGeneral.zst Clock cache size      615, 1886940 req, miss ratio 0.5156, byte miss ratio 0.5156
result/tencentBlock.ns3647.oracleGeneral.zst Clock cache size     1846, 1886940 req, miss ratio 0.5124, byte miss ratio 0.5124
