result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size      113, 2299162 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size      340, 2299162 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size     1136, 2299162 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size     3409, 2299162 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size    11365, 2299162 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size    22730, 2299162 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size    45460, 2299162 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns16954.oracleGeneral.zst LHD cache size    90921, 2299162 req, miss ratio 0.0505, byte miss ratio 0.0505
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size      113, 2299162 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size      340, 2299162 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size     1136, 2299162 req, miss ratio 0.1864, byte miss ratio 0.1864
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size     3409, 2299162 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size    11365, 2299162 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size    22730, 2299162 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size    45460, 2299162 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns16954.oracleGeneral.zst LeCaR cache size    90921, 2299162 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size      113, 2299162 req, miss ratio 0.3497, byte miss ratio 0.3497
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size      340, 2299162 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size     1136, 2299162 req, miss ratio 0.1775, byte miss ratio 0.1775
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size     3409, 2299162 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size    11365, 2299162 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size    22730, 2299162 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size    45460, 2299162 req, miss ratio 0.0531, byte miss ratio 0.0531
result/tencentBlock.ns16954.oracleGeneral.zst ARC cache size    90921, 2299162 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size      113, 2299162 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size      340, 2299162 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size     1136, 2299162 req, miss ratio 0.1824, byte miss ratio 0.1824
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size     3409, 2299162 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size    11365, 2299162 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size    22730, 2299162 req, miss ratio 0.0815, byte miss ratio 0.0815
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size    45460, 2299162 req, miss ratio 0.0544, byte miss ratio 0.0544
result/tencentBlock.ns16954.oracleGeneral.zst LIRS cache size    90921, 2299162 req, miss ratio 0.0507, byte miss ratio 0.0507
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size      113, 2299162 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size      340, 2299162 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size     1136, 2299162 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size     3409, 2299162 req, miss ratio 0.1615, byte miss ratio 0.1615
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size    11365, 2299162 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size    22730, 2299162 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size    45460, 2299162 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns16954.oracleGeneral.zst Clock cache size    90921, 2299162 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns16954.oracleGeneral.zst clock2 cache size      113, 2299162 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns16954.oracleGeneral.zst clock2 cache size      340, 2299162 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns16954.oracleGeneral.zst clock2 cache size     1136, 2299162 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns16954.oracleGeneral.zst clock2 cache size     3409, 2299162 req, miss ratio 0.1609, byte miss ratio 0.1609
