result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size      226, 56941567 req, miss ratio 0.7532, byte miss ratio 0.7532
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size      678, 56941567 req, miss ratio 0.5890, byte miss ratio 0.5890
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size     2260, 56941567 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size     6782, 56941567 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size    22609, 56941567 req, miss ratio 0.0174, byte miss ratio 0.0174
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size    45219, 56941567 req, miss ratio 0.0152, byte miss ratio 0.0152
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size    90439, 56941567 req, miss ratio 0.0119, byte miss ratio 0.0119
result/tencentBlock.ns4091.oracleGeneral.zst Clock cache size   180879, 56941567 req, miss ratio 0.0045, byte miss ratio 0.0045
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size      226, 56941567 req, miss ratio 0.7502, byte miss ratio 0.7502
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size      678, 56941567 req, miss ratio 0.5649, byte miss ratio 0.5649
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size     2260, 56941567 req, miss ratio 0.1054, byte miss ratio 0.1054
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size     6782, 56941567 req, miss ratio 0.0255, byte miss ratio 0.0255
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size    22609, 56941567 req, miss ratio 0.0173, byte miss ratio 0.0173
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size    45219, 56941567 req, miss ratio 0.0151, byte miss ratio 0.0151
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size    90439, 56941567 req, miss ratio 0.0120, byte miss ratio 0.0120
result/tencentBlock.ns4091.oracleGeneral.zst clock2 cache size   180879, 56941567 req, miss ratio 0.0044, byte miss ratio 0.0044
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size      226, 56941567 req, miss ratio 0.6837, byte miss ratio 0.6837
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size      678, 56941567 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size     2260, 56941567 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size     6782, 56941567 req, miss ratio 0.0243, byte miss ratio 0.0243
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size    22609, 56941567 req, miss ratio 0.0163, byte miss ratio 0.0163
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size    45219, 56941567 req, miss ratio 0.0138, byte miss ratio 0.0138
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size    90439, 56941567 req, miss ratio 0.0081, byte miss ratio 0.0081
result/tencentBlock.ns4091.oracleGeneral.zst LHD cache size   180879, 56941567 req, miss ratio 0.0042, byte miss ratio 0.0042
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size      226, 56941567 req, miss ratio 0.6920, byte miss ratio 0.6920
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size      678, 56941567 req, miss ratio 0.4242, byte miss ratio 0.4242
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size     2260, 56941567 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size     6782, 56941567 req, miss ratio 0.0224, byte miss ratio 0.0224
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size    22609, 56941567 req, miss ratio 0.0167, byte miss ratio 0.0167
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size    45219, 56941567 req, miss ratio 0.0143, byte miss ratio 0.0143
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size    90439, 56941567 req, miss ratio 0.0092, byte miss ratio 0.0092
result/tencentBlock.ns4091.oracleGeneral.zst LIRS cache size   180879, 56941567 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size      226, 56941567 req, miss ratio 0.7618, byte miss ratio 0.7618
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size      678, 56941567 req, miss ratio 0.6648, byte miss ratio 0.6648
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size     2260, 56941567 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size     6782, 56941567 req, miss ratio 0.0347, byte miss ratio 0.0347
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size    22609, 56941567 req, miss ratio 0.0205, byte miss ratio 0.0205
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size    45219, 56941567 req, miss ratio 0.0172, byte miss ratio 0.0172
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size    90439, 56941567 req, miss ratio 0.0107, byte miss ratio 0.0107
result/tencentBlock.ns4091.oracleGeneral.zst FIFO cache size   180879, 56941567 req, miss ratio 0.0054, byte miss ratio 0.0054
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size      226, 56941567 req, miss ratio 0.7571, byte miss ratio 0.7571
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size      678, 56941567 req, miss ratio 0.6495, byte miss ratio 0.6495
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size     2260, 56941567 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size     6782, 56941567 req, miss ratio 0.0259, byte miss ratio 0.0259
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size    22609, 56941567 req, miss ratio 0.0174, byte miss ratio 0.0174
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size    45219, 56941567 req, miss ratio 0.0152, byte miss ratio 0.0152
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size    90439, 56941567 req, miss ratio 0.0100, byte miss ratio 0.0100
result/tencentBlock.ns4091.oracleGeneral.zst LRU cache size   180879, 56941567 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size      226, 56941567 req, miss ratio 0.6878, byte miss ratio 0.6878
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size      678, 56941567 req, miss ratio 0.6180, byte miss ratio 0.6180
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size     2260, 56941567 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size     6782, 56941567 req, miss ratio 0.0240, byte miss ratio 0.0240
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size    22609, 56941567 req, miss ratio 0.0169, byte miss ratio 0.0169
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size    45219, 56941567 req, miss ratio 0.0148, byte miss ratio 0.0148
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size    90439, 56941567 req, miss ratio 0.0102, byte miss ratio 0.0102
result/tencentBlock.ns4091.oracleGeneral.zst Cacheus cache size   180879, 56941567 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size      226, 56941567 req, miss ratio 0.6942, byte miss ratio 0.6942
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size      678, 56941567 req, miss ratio 0.4820, byte miss ratio 0.4820
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size     2260, 56941567 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size     6782, 56941567 req, miss ratio 0.0223, byte miss ratio 0.0223
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size    22609, 56941567 req, miss ratio 0.0166, byte miss ratio 0.0166
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size    45219, 56941567 req, miss ratio 0.0151, byte miss ratio 0.0151
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size    90439, 56941567 req, miss ratio 0.0104, byte miss ratio 0.0104
result/tencentBlock.ns4091.oracleGeneral.zst ARC cache size   180879, 56941567 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size      226, 56941567 req, miss ratio 0.6596, byte miss ratio 0.6596
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size      678, 56941567 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size     2260, 56941567 req, miss ratio 0.1044, byte miss ratio 0.1044
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size     6782, 56941567 req, miss ratio 0.0247, byte miss ratio 0.0247
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size    22609, 56941567 req, miss ratio 0.0173, byte miss ratio 0.0173
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size    45219, 56941567 req, miss ratio 0.0149, byte miss ratio 0.0149
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size    90439, 56941567 req, miss ratio 0.0091, byte miss ratio 0.0091
result/tencentBlock.ns4091.oracleGeneral.zst LeCaR cache size   180879, 56941567 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size      226, 56941567 req, miss ratio 0.6812, byte miss ratio 0.6812
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size      678, 56941567 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size     2260, 56941567 req, miss ratio 0.0998, byte miss ratio 0.0998
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size     6782, 56941567 req, miss ratio 0.0218, byte miss ratio 0.0218
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size    22609, 56941567 req, miss ratio 0.0162, byte miss ratio 0.0162
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size    45219, 56941567 req, miss ratio 0.0144, byte miss ratio 0.0144
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size    90439, 56941567 req, miss ratio 0.0101, byte miss ratio 0.0101
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-1 cache size   180879, 56941567 req, miss ratio 0.0045, byte miss ratio 0.0045
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size      226, 56941567 req, miss ratio 0.6679, byte miss ratio 0.6679
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size      678, 56941567 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size     2260, 56941567 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size     6782, 56941567 req, miss ratio 0.0218, byte miss ratio 0.0218
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size    22609, 56941567 req, miss ratio 0.0162, byte miss ratio 0.0162
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size    45219, 56941567 req, miss ratio 0.0144, byte miss ratio 0.0144
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size    90439, 56941567 req, miss ratio 0.0099, byte miss ratio 0.0099
result/tencentBlock.ns4091.oracleGeneral.zst S3FIFO-d-1 cache size   180879, 56941567 req, miss ratio 0.0045, byte miss ratio 0.0045
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size      226, 56941567 req, miss ratio 0.6217, byte miss ratio 0.6217
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size      678, 56941567 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size     2260, 56941567 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size     6782, 56941567 req, miss ratio 0.0218, byte miss ratio 0.0218
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size    22609, 56941567 req, miss ratio 0.0168, byte miss ratio 0.0168
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size    45219, 56941567 req, miss ratio 0.0131, byte miss ratio 0.0131
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size    90439, 56941567 req, miss ratio 0.0073, byte miss ratio 0.0073
result/tencentBlock.ns4091.oracleGeneral.zst LRB cache size   180879, 56941567 req, miss ratio 0.0044, byte miss ratio 0.0044
