result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size      179, 1031323 req, miss ratio 0.5421, byte miss ratio 0.5421
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size      537, 1031323 req, miss ratio 0.5307, byte miss ratio 0.5307
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size     1793, 1031323 req, miss ratio 0.5284, byte miss ratio 0.5284
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size     5379, 1031323 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size    17931, 1031323 req, miss ratio 0.5234, byte miss ratio 0.5234
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size    35863, 1031323 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size    71726, 1031323 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns19473.oracleGeneral.zst LeCaR cache size   143452, 1031323 req, miss ratio 0.1746, byte miss ratio 0.1746
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size      179, 1031323 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size      537, 1031323 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size     1793, 1031323 req, miss ratio 0.5276, byte miss ratio 0.5276
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size     5379, 1031323 req, miss ratio 0.5272, byte miss ratio 0.5272
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size    17931, 1031323 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size    35863, 1031323 req, miss ratio 0.4346, byte miss ratio 0.4346
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size    71726, 1031323 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns19473.oracleGeneral.zst Cacheus cache size   143452, 1031323 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size      179, 1031323 req, miss ratio 0.6060, byte miss ratio 0.6060
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size      537, 1031323 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size     1793, 1031323 req, miss ratio 0.5336, byte miss ratio 0.5336
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size     5379, 1031323 req, miss ratio 0.5244, byte miss ratio 0.5244
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size    17931, 1031323 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size    35863, 1031323 req, miss ratio 0.3701, byte miss ratio 0.3701
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size    71726, 1031323 req, miss ratio 0.2509, byte miss ratio 0.2509
result/tencentBlock.ns19473.oracleGeneral.zst LIRS cache size   143452, 1031323 req, miss ratio 0.1747, byte miss ratio 0.1747
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size      179, 1031323 req, miss ratio 0.5455, byte miss ratio 0.5455
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size      537, 1031323 req, miss ratio 0.5309, byte miss ratio 0.5309
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size     1793, 1031323 req, miss ratio 0.5284, byte miss ratio 0.5284
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size     5379, 1031323 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size    17931, 1031323 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size    35863, 1031323 req, miss ratio 0.4467, byte miss ratio 0.4467
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size    71726, 1031323 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns19473.oracleGeneral.zst Clock cache size   143452, 1031323 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size      179, 1031323 req, miss ratio 0.5492, byte miss ratio 0.5492
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size      537, 1031323 req, miss ratio 0.5309, byte miss ratio 0.5309
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size     1793, 1031323 req, miss ratio 0.5284, byte miss ratio 0.5284
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size     5379, 1031323 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size    17931, 1031323 req, miss ratio 0.5239, byte miss ratio 0.5239
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size    35863, 1031323 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size    71726, 1031323 req, miss ratio 0.2553, byte miss ratio 0.2553
result/tencentBlock.ns19473.oracleGeneral.zst LRU cache size   143452, 1031323 req, miss ratio 0.1746, byte miss ratio 0.1746
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size      179, 1031323 req, miss ratio 0.5396, byte miss ratio 0.5396
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size      537, 1031323 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size     1793, 1031323 req, miss ratio 0.5276, byte miss ratio 0.5276
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size     5379, 1031323 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size    17931, 1031323 req, miss ratio 0.4683, byte miss ratio 0.4683
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size    35863, 1031323 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size    71726, 1031323 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-1 cache size   143452, 1031323 req, miss ratio 0.1753, byte miss ratio 0.1753
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size      179, 1031323 req, miss ratio 0.6175, byte miss ratio 0.6175
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size      537, 1031323 req, miss ratio 0.5599, byte miss ratio 0.5599
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size     1793, 1031323 req, miss ratio 0.5378, byte miss ratio 0.5378
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size     5379, 1031323 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size    17931, 1031323 req, miss ratio 0.5255, byte miss ratio 0.5255
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size    35863, 1031323 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size    71726, 1031323 req, miss ratio 0.2994, byte miss ratio 0.2994
result/tencentBlock.ns19473.oracleGeneral.zst FIFO cache size   143452, 1031323 req, miss ratio 0.2039, byte miss ratio 0.2039
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size      179, 1031323 req, miss ratio 0.5343, byte miss ratio 0.5343
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size      537, 1031323 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size     1793, 1031323 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size     5379, 1031323 req, miss ratio 0.5274, byte miss ratio 0.5274
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size    17931, 1031323 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size    35863, 1031323 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size    71726, 1031323 req, miss ratio 0.2646, byte miss ratio 0.2646
result/tencentBlock.ns19473.oracleGeneral.zst ARC cache size   143452, 1031323 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size      179, 1031323 req, miss ratio 0.5425, byte miss ratio 0.5425
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size      537, 1031323 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size     1793, 1031323 req, miss ratio 0.5281, byte miss ratio 0.5281
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size     5379, 1031323 req, miss ratio 0.5274, byte miss ratio 0.5274
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size    17931, 1031323 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size    35863, 1031323 req, miss ratio 0.4416, byte miss ratio 0.4416
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size    71726, 1031323 req, miss ratio 0.2715, byte miss ratio 0.2715
result/tencentBlock.ns19473.oracleGeneral.zst LHD cache size   143452, 1031323 req, miss ratio 0.1766, byte miss ratio 0.1766
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size      179, 1031323 req, miss ratio 0.5499, byte miss ratio 0.5499
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size      537, 1031323 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size     1793, 1031323 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size     5379, 1031323 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size    17931, 1031323 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size    35863, 1031323 req, miss ratio 0.4513, byte miss ratio 0.4513
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size    71726, 1031323 req, miss ratio 0.3347, byte miss ratio 0.3347
result/tencentBlock.ns19473.oracleGeneral.zst clock2 cache size   143452, 1031323 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns19473.oracleGeneral.zst S3FIFO-d-1 cache size      179, 1031323 req, miss ratio 0.5331, byte miss ratio 0.5331
