result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size      789, 1924609 req, miss ratio 0.7073, byte miss ratio 0.7073
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size     2367, 1924609 req, miss ratio 0.6744, byte miss ratio 0.6744
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size     7891, 1924609 req, miss ratio 0.6411, byte miss ratio 0.6411
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size    23675, 1924609 req, miss ratio 0.5922, byte miss ratio 0.5922
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size    78918, 1924609 req, miss ratio 0.4867, byte miss ratio 0.4867
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size   157836, 1924609 req, miss ratio 0.4363, byte miss ratio 0.4363
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size   315672, 1924609 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns25621.oracleGeneral.zst Clock cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size      789, 1924609 req, miss ratio 0.7056, byte miss ratio 0.7056
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size     2367, 1924609 req, miss ratio 0.6698, byte miss ratio 0.6698
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size     7891, 1924609 req, miss ratio 0.6400, byte miss ratio 0.6400
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size    23675, 1924609 req, miss ratio 0.5927, byte miss ratio 0.5927
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size    78918, 1924609 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size   157836, 1924609 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size   315672, 1924609 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns25621.oracleGeneral.zst clock2 cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size      789, 1924609 req, miss ratio 0.6859, byte miss ratio 0.6859
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size     2367, 1924609 req, miss ratio 0.6565, byte miss ratio 0.6565
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size     7891, 1924609 req, miss ratio 0.6350, byte miss ratio 0.6350
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size    23675, 1924609 req, miss ratio 0.5866, byte miss ratio 0.5866
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size    78918, 1924609 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size   157836, 1924609 req, miss ratio 0.4352, byte miss ratio 0.4352
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size   315672, 1924609 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns25621.oracleGeneral.zst Cacheus cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size      789, 1924609 req, miss ratio 0.7041, byte miss ratio 0.7041
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size     2367, 1924609 req, miss ratio 0.6689, byte miss ratio 0.6689
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size     7891, 1924609 req, miss ratio 0.6357, byte miss ratio 0.6357
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size    23675, 1924609 req, miss ratio 0.5788, byte miss ratio 0.5788
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size    78918, 1924609 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size   157836, 1924609 req, miss ratio 0.4334, byte miss ratio 0.4334
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size   315672, 1924609 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns25621.oracleGeneral.zst LHD cache size   631344, 1924609 req, miss ratio 0.4119, byte miss ratio 0.4119
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size      789, 1924609 req, miss ratio 0.7095, byte miss ratio 0.7095
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size     2367, 1924609 req, miss ratio 0.6771, byte miss ratio 0.6771
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size     7891, 1924609 req, miss ratio 0.6425, byte miss ratio 0.6425
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size    23675, 1924609 req, miss ratio 0.5914, byte miss ratio 0.5914
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size    78918, 1924609 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size   157836, 1924609 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size   315672, 1924609 req, miss ratio 0.4176, byte miss ratio 0.4176
result/tencentBlock.ns25621.oracleGeneral.zst LRU cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size      789, 1924609 req, miss ratio 0.6777, byte miss ratio 0.6777
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size     2367, 1924609 req, miss ratio 0.6554, byte miss ratio 0.6554
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size     7891, 1924609 req, miss ratio 0.6305, byte miss ratio 0.6305
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size    23675, 1924609 req, miss ratio 0.5673, byte miss ratio 0.5673
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size    78918, 1924609 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size   157836, 1924609 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size   315672, 1924609 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-1 cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size      789, 1924609 req, miss ratio 0.7049, byte miss ratio 0.7049
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size     2367, 1924609 req, miss ratio 0.6684, byte miss ratio 0.6684
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size     7891, 1924609 req, miss ratio 0.6415, byte miss ratio 0.6415
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size    23675, 1924609 req, miss ratio 0.5855, byte miss ratio 0.5855
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size    78918, 1924609 req, miss ratio 0.4728, byte miss ratio 0.4728
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size   157836, 1924609 req, miss ratio 0.4345, byte miss ratio 0.4345
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size   315672, 1924609 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns25621.oracleGeneral.zst LeCaR cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size      789, 1924609 req, miss ratio 0.7293, byte miss ratio 0.7293
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size     2367, 1924609 req, miss ratio 0.6944, byte miss ratio 0.6944
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size     7891, 1924609 req, miss ratio 0.6596, byte miss ratio 0.6596
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size    23675, 1924609 req, miss ratio 0.6061, byte miss ratio 0.6061
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size    78918, 1924609 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size   157836, 1924609 req, miss ratio 0.4708, byte miss ratio 0.4708
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size   315672, 1924609 req, miss ratio 0.4373, byte miss ratio 0.4373
result/tencentBlock.ns25621.oracleGeneral.zst FIFO cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size      789, 1924609 req, miss ratio 0.7027, byte miss ratio 0.7027
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size     2367, 1924609 req, miss ratio 0.6654, byte miss ratio 0.6654
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size     7891, 1924609 req, miss ratio 0.6387, byte miss ratio 0.6387
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size    23675, 1924609 req, miss ratio 0.5746, byte miss ratio 0.5746
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size    78918, 1924609 req, miss ratio 0.4647, byte miss ratio 0.4647
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size   157836, 1924609 req, miss ratio 0.4518, byte miss ratio 0.4518
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size   315672, 1924609 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns25621.oracleGeneral.zst LIRS cache size   631344, 1924609 req, miss ratio 0.4120, byte miss ratio 0.4120
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size      789, 1924609 req, miss ratio 0.6820, byte miss ratio 0.6820
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size     2367, 1924609 req, miss ratio 0.6574, byte miss ratio 0.6574
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size     7891, 1924609 req, miss ratio 0.6339, byte miss ratio 0.6339
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size    23675, 1924609 req, miss ratio 0.5744, byte miss ratio 0.5744
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size    78918, 1924609 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size   157836, 1924609 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size   315672, 1924609 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns25621.oracleGeneral.zst ARC cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size      789, 1924609 req, miss ratio 0.6751, byte miss ratio 0.6751
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size     2367, 1924609 req, miss ratio 0.6551, byte miss ratio 0.6551
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size     7891, 1924609 req, miss ratio 0.6305, byte miss ratio 0.6305
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size    23675, 1924609 req, miss ratio 0.5665, byte miss ratio 0.5665
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size    78918, 1924609 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size   157836, 1924609 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size   315672, 1924609 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns25621.oracleGeneral.zst S3FIFO-d-1 cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size      789, 1924609 req, miss ratio 0.7060, byte miss ratio 0.7060
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size     2367, 1924609 req, miss ratio 0.6735, byte miss ratio 0.6735
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size     7891, 1924609 req, miss ratio 0.6382, byte miss ratio 0.6382
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size    23675, 1924609 req, miss ratio 0.5843, byte miss ratio 0.5843
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size    78918, 1924609 req, miss ratio 0.4842, byte miss ratio 0.4842
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size   157836, 1924609 req, miss ratio 0.4364, byte miss ratio 0.4364
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size   315672, 1924609 req, miss ratio 0.4181, byte miss ratio 0.4181
result/tencentBlock.ns25621.oracleGeneral.zst LRB cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      789, 1924609 req, miss ratio 0.7147, byte miss ratio 0.7147
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2367, 1924609 req, miss ratio 0.6747, byte miss ratio 0.6747
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     7891, 1924609 req, miss ratio 0.6467, byte miss ratio 0.6467
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    23675, 1924609 req, miss ratio 0.6102, byte miss ratio 0.6102
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    78918, 1924609 req, miss ratio 0.5153, byte miss ratio 0.5153
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   157836, 1924609 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   315672, 1924609 req, miss ratio 0.4297, byte miss ratio 0.4297
result/tencentBlock.ns25621.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   631344, 1924609 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size      789, 1924609 req, miss ratio 0.7531, byte miss ratio 0.7531
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size     2367, 1924609 req, miss ratio 0.7246, byte miss ratio 0.7246
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size     7891, 1924609 req, miss ratio 0.6931, byte miss ratio 0.6931
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size    23675, 1924609 req, miss ratio 0.6215, byte miss ratio 0.6215
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size    78918, 1924609 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size   157836, 1924609 req, miss ratio 0.5091, byte miss ratio 0.5091
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size   315672, 1924609 req, miss ratio 0.5090, byte miss ratio 0.5090
result/tencentBlock.ns25621.oracleGeneral.zst B-LRU cache size   631344, 1924609 req, miss ratio 0.5090, byte miss ratio 0.5090
result/tencentBlock.ns25621.oracleGeneral.zst S4LRU(25:25:25:25) cache size      789, 1924609 req, miss ratio 0.6933, byte miss ratio 0.6933
result/tencentBlock.ns25621.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2367, 1924609 req, miss ratio 0.6595, byte miss ratio 0.6595
result/tencentBlock.ns25621.oracleGeneral.zst S4LRU(25:25:25:25) cache size     7891, 1924609 req, miss ratio 0.6495, byte miss ratio 0.6495
result/tencentBlock.ns25621.oracleGeneral.zst S4LRU(25:25:25:25) cache size    23675, 1924609 req, miss ratio 0.6256, byte miss ratio 0.6256
result/tencentBlock.ns25621.oracleGeneral.zst S4LRU(25:25:25:25) cache size    78918, 1924609 req, miss ratio 0.5117, byte miss ratio 0.5117
