result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size      195, 1694653 req, miss ratio 0.4757, byte miss ratio 0.4757
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size      586, 1694653 req, miss ratio 0.4498, byte miss ratio 0.4498
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size     1955, 1694653 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size     5866, 1694653 req, miss ratio 0.4379, byte miss ratio 0.4379
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size    19556, 1694653 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size    39112, 1694653 req, miss ratio 0.3534, byte miss ratio 0.3534
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size    78224, 1694653 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns21759.oracleGeneral.zst LRU cache size   156448, 1694653 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size      195, 1694653 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size      586, 1694653 req, miss ratio 0.4416, byte miss ratio 0.4416
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size     1955, 1694653 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size     5866, 1694653 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size    19556, 1694653 req, miss ratio 0.3861, byte miss ratio 0.3861
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size    39112, 1694653 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size    78224, 1694653 req, miss ratio 0.2221, byte miss ratio 0.2221
result/tencentBlock.ns21759.oracleGeneral.zst S3FIFO-1 cache size   156448, 1694653 req, miss ratio 0.1256, byte miss ratio 0.1256
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size      195, 1694653 req, miss ratio 0.4838, byte miss ratio 0.4838
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size      586, 1694653 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size     1955, 1694653 req, miss ratio 0.4400, byte miss ratio 0.4400
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size     5866, 1694653 req, miss ratio 0.4378, byte miss ratio 0.4378
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size    19556, 1694653 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size    39112, 1694653 req, miss ratio 0.3681, byte miss ratio 0.3681
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size    78224, 1694653 req, miss ratio 0.2777, byte miss ratio 0.2777
result/tencentBlock.ns21759.oracleGeneral.zst clock2 cache size   156448, 1694653 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size      195, 1694653 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size      586, 1694653 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size     1955, 1694653 req, miss ratio 0.4400, byte miss ratio 0.4400
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size     5866, 1694653 req, miss ratio 0.4378, byte miss ratio 0.4378
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size    19556, 1694653 req, miss ratio 0.3870, byte miss ratio 0.3870
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size    39112, 1694653 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size    78224, 1694653 req, miss ratio 0.2295, byte miss ratio 0.2295
result/tencentBlock.ns21759.oracleGeneral.zst LeCaR cache size   156448, 1694653 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size      195, 1694653 req, miss ratio 0.4598, byte miss ratio 0.4598
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size      586, 1694653 req, miss ratio 0.4429, byte miss ratio 0.4429
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size     1955, 1694653 req, miss ratio 0.4388, byte miss ratio 0.4388
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size     5866, 1694653 req, miss ratio 0.4375, byte miss ratio 0.4375
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size    19556, 1694653 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size    39112, 1694653 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size    78224, 1694653 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns21759.oracleGeneral.zst ARC cache size   156448, 1694653 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size      195, 1694653 req, miss ratio 0.5402, byte miss ratio 0.5402
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size      586, 1694653 req, miss ratio 0.5008, byte miss ratio 0.5008
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size     1955, 1694653 req, miss ratio 0.4419, byte miss ratio 0.4419
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size     5866, 1694653 req, miss ratio 0.4367, byte miss ratio 0.4367
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size    19556, 1694653 req, miss ratio 0.3853, byte miss ratio 0.3853
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size    39112, 1694653 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size    78224, 1694653 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns21759.oracleGeneral.zst LIRS cache size   156448, 1694653 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size      195, 1694653 req, miss ratio 0.4789, byte miss ratio 0.4789
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size      586, 1694653 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size     1955, 1694653 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size     5866, 1694653 req, miss ratio 0.4379, byte miss ratio 0.4379
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size    19556, 1694653 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size    39112, 1694653 req, miss ratio 0.3547, byte miss ratio 0.3547
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size    78224, 1694653 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns21759.oracleGeneral.zst Clock cache size   156448, 1694653 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns21759.oracleGeneral.zst FIFO cache size      195, 1694653 req, miss ratio 0.5396, byte miss ratio 0.5396
result/tencentBlock.ns21759.oracleGeneral.zst FIFO cache size      586, 1694653 req, miss ratio 0.4805, byte miss ratio 0.4805
