result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size      604, 3465855 req, miss ratio 0.4498, byte miss ratio 0.4498
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size     1812, 3465855 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size     6040, 3465855 req, miss ratio 0.4038, byte miss ratio 0.4038
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size    18122, 3465855 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size    60409, 3465855 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size   120819, 3465855 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size   241638, 3465855 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns5458.oracleGeneral.zst LeCaR cache size   483276, 3465855 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size      604, 3465855 req, miss ratio 0.4529, byte miss ratio 0.4529
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size     1812, 3465855 req, miss ratio 0.4278, byte miss ratio 0.4278
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size     6040, 3465855 req, miss ratio 0.4084, byte miss ratio 0.4084
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size    18122, 3465855 req, miss ratio 0.3772, byte miss ratio 0.3772
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size    60409, 3465855 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size   120819, 3465855 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size   241638, 3465855 req, miss ratio 0.2051, byte miss ratio 0.2051
result/tencentBlock.ns5458.oracleGeneral.zst Clock cache size   483276, 3465855 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size      604, 3465855 req, miss ratio 0.4319, byte miss ratio 0.4319
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size     1812, 3465855 req, miss ratio 0.4128, byte miss ratio 0.4128
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size     6040, 3465855 req, miss ratio 0.3876, byte miss ratio 0.3876
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size    18122, 3465855 req, miss ratio 0.3680, byte miss ratio 0.3680
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size    60409, 3465855 req, miss ratio 0.2961, byte miss ratio 0.2961
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size   120819, 3465855 req, miss ratio 0.2498, byte miss ratio 0.2498
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size   241638, 3465855 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns5458.oracleGeneral.zst ARC cache size   483276, 3465855 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size      604, 3465855 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size     1812, 3465855 req, miss ratio 0.4509, byte miss ratio 0.4509
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size     6040, 3465855 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size    18122, 3465855 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size    60409, 3465855 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size   120819, 3465855 req, miss ratio 0.2497, byte miss ratio 0.2497
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size   241638, 3465855 req, miss ratio 0.2122, byte miss ratio 0.2122
result/tencentBlock.ns5458.oracleGeneral.zst FIFO cache size   483276, 3465855 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size      604, 3465855 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size     1812, 3465855 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size     6040, 3465855 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size    18122, 3465855 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size    60409, 3465855 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size   120819, 3465855 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size   241638, 3465855 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns5458.oracleGeneral.zst clock2 cache size   483276, 3465855 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size      604, 3465855 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size     1812, 3465855 req, miss ratio 0.4182, byte miss ratio 0.4182
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size     6040, 3465855 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size    18122, 3465855 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size    60409, 3465855 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size   120819, 3465855 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns5458.oracleGeneral.zst LIRS cache size   241638, 3465855 req, miss ratio 0.2404, byte miss ratio 0.2404
