result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size      273, 2935654 req, miss ratio 0.5563, byte miss ratio 0.5563
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size      820, 2935654 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size     2736, 2935654 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size     8209, 2935654 req, miss ratio 0.2516, byte miss ratio 0.2516
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size    27363, 2935654 req, miss ratio 0.1935, byte miss ratio 0.1935
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size    54727, 2935654 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size   109454, 2935654 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns20300.oracleGeneral.zst LHD cache size   218908, 2935654 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size      273, 2935654 req, miss ratio 0.5719, byte miss ratio 0.5719
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size      820, 2935654 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size     2736, 2935654 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size     8209, 2935654 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size    27363, 2935654 req, miss ratio 0.1914, byte miss ratio 0.1914
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size    54727, 2935654 req, miss ratio 0.1419, byte miss ratio 0.1419
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size   109454, 2935654 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns20300.oracleGeneral.zst LRU cache size   218908, 2935654 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size      273, 2935654 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size      820, 2935654 req, miss ratio 0.4662, byte miss ratio 0.4662
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size     2736, 2935654 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size     8209, 2935654 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size    27363, 2935654 req, miss ratio 0.2038, byte miss ratio 0.2038
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size    54727, 2935654 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size   109454, 2935654 req, miss ratio 0.1149, byte miss ratio 0.1149
result/tencentBlock.ns20300.oracleGeneral.zst clock2 cache size   218908, 2935654 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns20300.oracleGeneral.zst LIRS cache size      273, 2935654 req, miss ratio 0.5648, byte miss ratio 0.5648
result/tencentBlock.ns20300.oracleGeneral.zst LIRS cache size      820, 2935654 req, miss ratio 0.4220, byte miss ratio 0.4220
result/tencentBlock.ns20300.oracleGeneral.zst LIRS cache size     2736, 2935654 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns20300.oracleGeneral.zst LIRS cache size     8209, 2935654 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns20300.oracleGeneral.zst LIRS cache size    27363, 2935654 req, miss ratio 0.1980, byte miss ratio 0.1980
