result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size      360, 1455589 req, miss ratio 0.6345, byte miss ratio 0.6345
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size     1081, 1455589 req, miss ratio 0.6088, byte miss ratio 0.6088
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size     3603, 1455589 req, miss ratio 0.5765, byte miss ratio 0.5765
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size    10811, 1455589 req, miss ratio 0.5407, byte miss ratio 0.5407
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size    36038, 1455589 req, miss ratio 0.4329, byte miss ratio 0.4329
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size    72076, 1455589 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size   144152, 1455589 req, miss ratio 0.2614, byte miss ratio 0.2614
result/tencentBlock.ns10380.oracleGeneral.zst LIRS cache size   288305, 1455589 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size      360, 1455589 req, miss ratio 0.5804, byte miss ratio 0.5804
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size     1081, 1455589 req, miss ratio 0.5781, byte miss ratio 0.5781
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size     3603, 1455589 req, miss ratio 0.5770, byte miss ratio 0.5770
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size    10811, 1455589 req, miss ratio 0.5682, byte miss ratio 0.5682
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size    36038, 1455589 req, miss ratio 0.4438, byte miss ratio 0.4438
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size    72076, 1455589 req, miss ratio 0.3328, byte miss ratio 0.3328
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size   144152, 1455589 req, miss ratio 0.2585, byte miss ratio 0.2585
result/tencentBlock.ns10380.oracleGeneral.zst ARC cache size   288305, 1455589 req, miss ratio 0.2510, byte miss ratio 0.2510
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size      360, 1455589 req, miss ratio 0.5868, byte miss ratio 0.5868
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size     1081, 1455589 req, miss ratio 0.5786, byte miss ratio 0.5786
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size     3603, 1455589 req, miss ratio 0.5771, byte miss ratio 0.5771
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size    10811, 1455589 req, miss ratio 0.5764, byte miss ratio 0.5764
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size    36038, 1455589 req, miss ratio 0.4719, byte miss ratio 0.4719
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size    72076, 1455589 req, miss ratio 0.4176, byte miss ratio 0.4176
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size   144152, 1455589 req, miss ratio 0.2646, byte miss ratio 0.2646
result/tencentBlock.ns10380.oracleGeneral.zst clock2 cache size   288305, 1455589 req, miss ratio 0.2510, byte miss ratio 0.2510
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size      360, 1455589 req, miss ratio 0.6353, byte miss ratio 0.6353
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size     1081, 1455589 req, miss ratio 0.5976, byte miss ratio 0.5976
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size     3603, 1455589 req, miss ratio 0.5832, byte miss ratio 0.5832
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size    10811, 1455589 req, miss ratio 0.5787, byte miss ratio 0.5787
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size    36038, 1455589 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size    72076, 1455589 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size   144152, 1455589 req, miss ratio 0.3295, byte miss ratio 0.3295
result/tencentBlock.ns10380.oracleGeneral.zst FIFO cache size   288305, 1455589 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size      360, 1455589 req, miss ratio 0.5837, byte miss ratio 0.5837
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size     1081, 1455589 req, miss ratio 0.5786, byte miss ratio 0.5786
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size     3603, 1455589 req, miss ratio 0.5769, byte miss ratio 0.5769
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size    10811, 1455589 req, miss ratio 0.5612, byte miss ratio 0.5612
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size    36038, 1455589 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns10380.oracleGeneral.zst LHD cache size    72076, 1455589 req, miss ratio 0.3819, byte miss ratio 0.3819
