result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size      123, 1269497 req, miss ratio 0.5575, byte miss ratio 0.5575
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size      369, 1269497 req, miss ratio 0.4480, byte miss ratio 0.4480
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size     1230, 1269497 req, miss ratio 0.3965, byte miss ratio 0.3965
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size     3691, 1269497 req, miss ratio 0.3666, byte miss ratio 0.3666
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size    12305, 1269497 req, miss ratio 0.3434, byte miss ratio 0.3434
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size    24610, 1269497 req, miss ratio 0.3245, byte miss ratio 0.3245
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size    49220, 1269497 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns13153.oracleGeneral.zst FIFO cache size    98440, 1269497 req, miss ratio 0.1054, byte miss ratio 0.1054
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size      123, 1269497 req, miss ratio 0.4216, byte miss ratio 0.4216
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size      369, 1269497 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size     1230, 1269497 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size     3691, 1269497 req, miss ratio 0.3421, byte miss ratio 0.3421
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size    12305, 1269497 req, miss ratio 0.3165, byte miss ratio 0.3165
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size    24610, 1269497 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size    49220, 1269497 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns13153.oracleGeneral.zst Cacheus cache size    98440, 1269497 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size      123, 1269497 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size      369, 1269497 req, miss ratio 0.3942, byte miss ratio 0.3942
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size     1230, 1269497 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size     3691, 1269497 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size    12305, 1269497 req, miss ratio 0.3364, byte miss ratio 0.3364
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size    24610, 1269497 req, miss ratio 0.3113, byte miss ratio 0.3113
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size    49220, 1269497 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns13153.oracleGeneral.zst Clock cache size    98440, 1269497 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns13153.oracleGeneral.zst S3FIFO-1 cache size      123, 1269497 req, miss ratio 0.4038, byte miss ratio 0.4038
result/tencentBlock.ns13153.oracleGeneral.zst S3FIFO-1 cache size      369, 1269497 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns13153.oracleGeneral.zst S3FIFO-1 cache size     1230, 1269497 req, miss ratio 0.3581, byte miss ratio 0.3581
result/tencentBlock.ns13153.oracleGeneral.zst S3FIFO-1 cache size     3691, 1269497 req, miss ratio 0.3348, byte miss ratio 0.3348
