result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size      313, 1781314 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size      941, 1781314 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size     3138, 1781314 req, miss ratio 0.4937, byte miss ratio 0.4937
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size     9416, 1781314 req, miss ratio 0.4363, byte miss ratio 0.4363
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size    31389, 1781314 req, miss ratio 0.3152, byte miss ratio 0.3152
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size    62778, 1781314 req, miss ratio 0.2401, byte miss ratio 0.2401
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size   125556, 1781314 req, miss ratio 0.2013, byte miss ratio 0.2013
result/tencentBlock.ns25599.oracleGeneral.zst FIFO cache size   251112, 1781314 req, miss ratio 0.1775, byte miss ratio 0.1775
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size      313, 1781314 req, miss ratio 0.5298, byte miss ratio 0.5298
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size      941, 1781314 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size     3138, 1781314 req, miss ratio 0.4721, byte miss ratio 0.4721
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size     9416, 1781314 req, miss ratio 0.4083, byte miss ratio 0.4083
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size    31389, 1781314 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size    62778, 1781314 req, miss ratio 0.2402, byte miss ratio 0.2402
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size   125556, 1781314 req, miss ratio 0.1943, byte miss ratio 0.1943
result/tencentBlock.ns25599.oracleGeneral.zst ARC cache size   251112, 1781314 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size      313, 1781314 req, miss ratio 0.5364, byte miss ratio 0.5364
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size      941, 1781314 req, miss ratio 0.5048, byte miss ratio 0.5048
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size     3138, 1781314 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size     9416, 1781314 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size    31389, 1781314 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size    62778, 1781314 req, miss ratio 0.2774, byte miss ratio 0.2774
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size   125556, 1781314 req, miss ratio 0.2363, byte miss ratio 0.2363
result/tencentBlock.ns25599.oracleGeneral.zst LIRS cache size   251112, 1781314 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size      313, 1781314 req, miss ratio 0.5438, byte miss ratio 0.5438
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size      941, 1781314 req, miss ratio 0.5095, byte miss ratio 0.5095
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size     3138, 1781314 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size     9416, 1781314 req, miss ratio 0.4144, byte miss ratio 0.4144
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size    31389, 1781314 req, miss ratio 0.2992, byte miss ratio 0.2992
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size    62778, 1781314 req, miss ratio 0.2445, byte miss ratio 0.2445
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size   125556, 1781314 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns25599.oracleGeneral.zst LHD cache size   251112, 1781314 req, miss ratio 0.1780, byte miss ratio 0.1780
