result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size      588, 3884281 req, miss ratio 0.3597, byte miss ratio 0.3597
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size     1766, 3884281 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size     5888, 3884281 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size    17666, 3884281 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size    58889, 3884281 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size   117779, 3884281 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size   235558, 3884281 req, miss ratio 0.1713, byte miss ratio 0.1713
result/tencentBlock.ns15888.oracleGeneral.zst LeCaR cache size   471116, 3884281 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size      588, 3884281 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size     1766, 3884281 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size     5888, 3884281 req, miss ratio 0.3196, byte miss ratio 0.3196
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size    17666, 3884281 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size    58889, 3884281 req, miss ratio 0.2541, byte miss ratio 0.2541
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size   117779, 3884281 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size   235558, 3884281 req, miss ratio 0.1757, byte miss ratio 0.1757
result/tencentBlock.ns15888.oracleGeneral.zst S3FIFO-1 cache size   471116, 3884281 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size      588, 3884281 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size     1766, 3884281 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size     5888, 3884281 req, miss ratio 0.3333, byte miss ratio 0.3333
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size    17666, 3884281 req, miss ratio 0.3086, byte miss ratio 0.3086
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size    58889, 3884281 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size   117779, 3884281 req, miss ratio 0.2342, byte miss ratio 0.2342
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size   235558, 3884281 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns15888.oracleGeneral.zst FIFO cache size   471116, 3884281 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size      588, 3884281 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size     1766, 3884281 req, miss ratio 0.3328, byte miss ratio 0.3328
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size     5888, 3884281 req, miss ratio 0.3144, byte miss ratio 0.3144
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size    17666, 3884281 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size    58889, 3884281 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size   117779, 3884281 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size   235558, 3884281 req, miss ratio 0.1752, byte miss ratio 0.1752
result/tencentBlock.ns15888.oracleGeneral.zst LHD cache size   471116, 3884281 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size      588, 3884281 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size     1766, 3884281 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size     5888, 3884281 req, miss ratio 0.3231, byte miss ratio 0.3231
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size    17666, 3884281 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size    58889, 3884281 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size   117779, 3884281 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size   235558, 3884281 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns15888.oracleGeneral.zst LRU cache size   471116, 3884281 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size      588, 3884281 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size     1766, 3884281 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size     5888, 3884281 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size    17666, 3884281 req, miss ratio 0.2995, byte miss ratio 0.2995
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size    58889, 3884281 req, miss ratio 0.2610, byte miss ratio 0.2610
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size   117779, 3884281 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size   235558, 3884281 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns15888.oracleGeneral.zst ARC cache size   471116, 3884281 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size      588, 3884281 req, miss ratio 0.3615, byte miss ratio 0.3615
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size     1766, 3884281 req, miss ratio 0.3395, byte miss ratio 0.3395
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size     5888, 3884281 req, miss ratio 0.3237, byte miss ratio 0.3237
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size    17666, 3884281 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size    58889, 3884281 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size   117779, 3884281 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size   235558, 3884281 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns15888.oracleGeneral.zst Clock cache size   471116, 3884281 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size      588, 3884281 req, miss ratio 0.4315, byte miss ratio 0.4315
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size     1766, 3884281 req, miss ratio 0.3677, byte miss ratio 0.3677
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size     5888, 3884281 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size    17666, 3884281 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size    58889, 3884281 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size   117779, 3884281 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size   235558, 3884281 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns15888.oracleGeneral.zst LIRS cache size   471116, 3884281 req, miss ratio 0.1536, byte miss ratio 0.1536
result/tencentBlock.ns15888.oracleGeneral.zst clock2 cache size      588, 3884281 req, miss ratio 0.3623, byte miss ratio 0.3623
result/tencentBlock.ns15888.oracleGeneral.zst clock2 cache size     1766, 3884281 req, miss ratio 0.3424, byte miss ratio 0.3424
result/tencentBlock.ns15888.oracleGeneral.zst clock2 cache size     5888, 3884281 req, miss ratio 0.3261, byte miss ratio 0.3261
result/tencentBlock.ns15888.oracleGeneral.zst clock2 cache size    17666, 3884281 req, miss ratio 0.3182, byte miss ratio 0.3182
result/tencentBlock.ns15888.oracleGeneral.zst clock2 cache size    58889, 3884281 req, miss ratio 0.2773, byte miss ratio 0.2773
