result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size      124, 1407751 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size      373, 1407751 req, miss ratio 0.4203, byte miss ratio 0.4203
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size     1246, 1407751 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size     3738, 1407751 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size    12461, 1407751 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size    24922, 1407751 req, miss ratio 0.3777, byte miss ratio 0.3777
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size    49845, 1407751 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns12611.oracleGeneral.zst LeCaR cache size    99690, 1407751 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size      124, 1407751 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size      373, 1407751 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size     1246, 1407751 req, miss ratio 0.4155, byte miss ratio 0.4155
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size     3738, 1407751 req, miss ratio 0.4149, byte miss ratio 0.4149
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size    12461, 1407751 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size    24922, 1407751 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size    49845, 1407751 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-1 cache size    99690, 1407751 req, miss ratio 0.1157, byte miss ratio 0.1157
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size      124, 1407751 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size      373, 1407751 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size     1246, 1407751 req, miss ratio 0.4156, byte miss ratio 0.4156
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size     3738, 1407751 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size    12461, 1407751 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size    24922, 1407751 req, miss ratio 0.3606, byte miss ratio 0.3606
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size    49845, 1407751 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns12611.oracleGeneral.zst ARC cache size    99690, 1407751 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size      124, 1407751 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size      373, 1407751 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size     1246, 1407751 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size     3738, 1407751 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size    12461, 1407751 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size    24922, 1407751 req, miss ratio 0.3488, byte miss ratio 0.3488
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size    49845, 1407751 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns12611.oracleGeneral.zst LIRS cache size    99690, 1407751 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size      124, 1407751 req, miss ratio 0.4271, byte miss ratio 0.4271
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size      373, 1407751 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size     1246, 1407751 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size     3738, 1407751 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size    12461, 1407751 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size    24922, 1407751 req, miss ratio 0.3734, byte miss ratio 0.3734
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size    49845, 1407751 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns12611.oracleGeneral.zst Cacheus cache size    99690, 1407751 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size      124, 1407751 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size      373, 1407751 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size     1246, 1407751 req, miss ratio 0.4268, byte miss ratio 0.4268
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size     3738, 1407751 req, miss ratio 0.4191, byte miss ratio 0.4191
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size    12461, 1407751 req, miss ratio 0.4160, byte miss ratio 0.4160
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size    24922, 1407751 req, miss ratio 0.3785, byte miss ratio 0.3785
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size    49845, 1407751 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns12611.oracleGeneral.zst FIFO cache size    99690, 1407751 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size      124, 1407751 req, miss ratio 0.4373, byte miss ratio 0.4373
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size      373, 1407751 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size     1246, 1407751 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size     3738, 1407751 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size    12461, 1407751 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size    24922, 1407751 req, miss ratio 0.3956, byte miss ratio 0.3956
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size    49845, 1407751 req, miss ratio 0.3337, byte miss ratio 0.3337
result/tencentBlock.ns12611.oracleGeneral.zst Clock cache size    99690, 1407751 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size      124, 1407751 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size      373, 1407751 req, miss ratio 0.4209, byte miss ratio 0.4209
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size     1246, 1407751 req, miss ratio 0.4163, byte miss ratio 0.4163
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size     3738, 1407751 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size    12461, 1407751 req, miss ratio 0.4033, byte miss ratio 0.4033
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size    24922, 1407751 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size    49845, 1407751 req, miss ratio 0.2825, byte miss ratio 0.2825
result/tencentBlock.ns12611.oracleGeneral.zst LHD cache size    99690, 1407751 req, miss ratio 0.1136, byte miss ratio 0.1136
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size      124, 1407751 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size      373, 1407751 req, miss ratio 0.4210, byte miss ratio 0.4210
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size     1246, 1407751 req, miss ratio 0.4170, byte miss ratio 0.4170
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size     3738, 1407751 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size    12461, 1407751 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size    24922, 1407751 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size    49845, 1407751 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns12611.oracleGeneral.zst LRU cache size    99690, 1407751 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size      124, 1407751 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size      373, 1407751 req, miss ratio 0.4204, byte miss ratio 0.4204
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size     1246, 1407751 req, miss ratio 0.4167, byte miss ratio 0.4167
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size     3738, 1407751 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size    12461, 1407751 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size    24922, 1407751 req, miss ratio 0.4133, byte miss ratio 0.4133
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size    49845, 1407751 req, miss ratio 0.3428, byte miss ratio 0.3428
result/tencentBlock.ns12611.oracleGeneral.zst clock2 cache size    99690, 1407751 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size      124, 1407751 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size      373, 1407751 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size     1246, 1407751 req, miss ratio 0.4155, byte miss ratio 0.4155
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size     3738, 1407751 req, miss ratio 0.4149, byte miss ratio 0.4149
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size    12461, 1407751 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size    24922, 1407751 req, miss ratio 0.3540, byte miss ratio 0.3540
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size    49845, 1407751 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO-d-1 cache size    99690, 1407751 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size      124, 1407751 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size      373, 1407751 req, miss ratio 0.4578, byte miss ratio 0.4578
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size     1246, 1407751 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size     3738, 1407751 req, miss ratio 0.4055, byte miss ratio 0.4055
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size    12461, 1407751 req, miss ratio 0.3689, byte miss ratio 0.3689
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size    24922, 1407751 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size    49845, 1407751 req, miss ratio 0.2150, byte miss ratio 0.2150
result/tencentBlock.ns12611.oracleGeneral.zst LRB cache size    99690, 1407751 req, miss ratio 0.1078, byte miss ratio 0.1078
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size      124, 1407751 req, miss ratio 0.4223, byte miss ratio 0.4223
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size      373, 1407751 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size     1246, 1407751 req, miss ratio 0.4168, byte miss ratio 0.4168
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size     3738, 1407751 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size    12461, 1407751 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size    24922, 1407751 req, miss ratio 0.3364, byte miss ratio 0.3364
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size    49845, 1407751 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns12611.oracleGeneral.zst TwoQ cache size    99690, 1407751 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size      124, 1407751 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size      373, 1407751 req, miss ratio 0.4524, byte miss ratio 0.4524
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size     1246, 1407751 req, miss ratio 0.4487, byte miss ratio 0.4487
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size     3738, 1407751 req, miss ratio 0.4473, byte miss ratio 0.4473
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size    12461, 1407751 req, miss ratio 0.4460, byte miss ratio 0.4460
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size    24922, 1407751 req, miss ratio 0.4020, byte miss ratio 0.4020
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size    49845, 1407751 req, miss ratio 0.2947, byte miss ratio 0.2947
result/tencentBlock.ns12611.oracleGeneral.zst B-LRU cache size    99690, 1407751 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size      124, 1407751 req, miss ratio 0.4545, byte miss ratio 0.4545
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size      373, 1407751 req, miss ratio 0.4222, byte miss ratio 0.4222
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1246, 1407751 req, miss ratio 0.4160, byte miss ratio 0.4160
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3738, 1407751 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size    12461, 1407751 req, miss ratio 0.4079, byte miss ratio 0.4079
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size    24922, 1407751 req, miss ratio 0.3869, byte miss ratio 0.3869
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size    49845, 1407751 req, miss ratio 0.3220, byte miss ratio 0.3220
result/tencentBlock.ns12611.oracleGeneral.zst S4LRU(25:25:25:25) cache size    99690, 1407751 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      124, 1407751 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      373, 1407751 req, miss ratio 0.4243, byte miss ratio 0.4243
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1246, 1407751 req, miss ratio 0.4172, byte miss ratio 0.4172
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3738, 1407751 req, miss ratio 0.4154, byte miss ratio 0.4154
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    12461, 1407751 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    24922, 1407751 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    49845, 1407751 req, miss ratio 0.3289, byte miss ratio 0.3289
result/tencentBlock.ns12611.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    99690, 1407751 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size      124, 1407751 req, miss ratio 0.4276, byte miss ratio 0.4276
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size      373, 1407751 req, miss ratio 0.4178, byte miss ratio 0.4178
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size     1246, 1407751 req, miss ratio 0.4158, byte miss ratio 0.4158
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size     3738, 1407751 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size    12461, 1407751 req, miss ratio 0.4146, byte miss ratio 0.4146
result/tencentBlock.ns12611.oracleGeneral.zst S3FIFO cache size    24922, 1407751 req, miss ratio 0.3470, byte miss ratio 0.3470
