result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size      119, 1898487 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size      358, 1898487 req, miss ratio 0.3400, byte miss ratio 0.3400
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size     1194, 1898487 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size     3582, 1898487 req, miss ratio 0.2855, byte miss ratio 0.2855
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size    11941, 1898487 req, miss ratio 0.2578, byte miss ratio 0.2578
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size    23882, 1898487 req, miss ratio 0.2408, byte miss ratio 0.2408
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size    47765, 1898487 req, miss ratio 0.1305, byte miss ratio 0.1305
result/tencentBlock.ns16311.oracleGeneral.zst LRU cache size    95530, 1898487 req, miss ratio 0.0653, byte miss ratio 0.0653
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size      119, 1898487 req, miss ratio 0.3688, byte miss ratio 0.3688
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size      358, 1898487 req, miss ratio 0.3322, byte miss ratio 0.3322
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size     1194, 1898487 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size     3582, 1898487 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size    11941, 1898487 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size    23882, 1898487 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size    47765, 1898487 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns16311.oracleGeneral.zst Cacheus cache size    95530, 1898487 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size      119, 1898487 req, miss ratio 0.3901, byte miss ratio 0.3901
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size      358, 1898487 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size     1194, 1898487 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size     3582, 1898487 req, miss ratio 0.2801, byte miss ratio 0.2801
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size    11941, 1898487 req, miss ratio 0.2523, byte miss ratio 0.2523
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size    23882, 1898487 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size    47765, 1898487 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns16311.oracleGeneral.zst LeCaR cache size    95530, 1898487 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size      119, 1898487 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size      358, 1898487 req, miss ratio 0.3415, byte miss ratio 0.3415
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size     1194, 1898487 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size     3582, 1898487 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size    11941, 1898487 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size    23882, 1898487 req, miss ratio 0.2243, byte miss ratio 0.2243
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size    47765, 1898487 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns16311.oracleGeneral.zst LHD cache size    95530, 1898487 req, miss ratio 0.0678, byte miss ratio 0.0678
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size      119, 1898487 req, miss ratio 0.3776, byte miss ratio 0.3776
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size      358, 1898487 req, miss ratio 0.3217, byte miss ratio 0.3217
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size     1194, 1898487 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size     3582, 1898487 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size    11941, 1898487 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size    23882, 1898487 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size    47765, 1898487 req, miss ratio 0.1190, byte miss ratio 0.1190
result/tencentBlock.ns16311.oracleGeneral.zst S3FIFO-1 cache size    95530, 1898487 req, miss ratio 0.0642, byte miss ratio 0.0642
result/tencentBlock.ns16311.oracleGeneral.zst FIFO cache size      119, 1898487 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns16311.oracleGeneral.zst FIFO cache size      358, 1898487 req, miss ratio 0.3765, byte miss ratio 0.3765
result/tencentBlock.ns16311.oracleGeneral.zst FIFO cache size     1194, 1898487 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns16311.oracleGeneral.zst FIFO cache size     3582, 1898487 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns16311.oracleGeneral.zst FIFO cache size    11941, 1898487 req, miss ratio 0.2699, byte miss ratio 0.2699
