result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size      169, 2941988 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size      509, 2941988 req, miss ratio 0.5077, byte miss ratio 0.5077
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size     1696, 2941988 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size     5090, 2941988 req, miss ratio 0.4478, byte miss ratio 0.4478
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size    16967, 2941988 req, miss ratio 0.2050, byte miss ratio 0.2050
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size    33934, 2941988 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size    67868, 2941988 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns9122.oracleGeneral.zst FIFO cache size   135737, 2941988 req, miss ratio 0.0640, byte miss ratio 0.0640
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size      169, 2941988 req, miss ratio 0.5202, byte miss ratio 0.5202
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size      509, 2941988 req, miss ratio 0.4940, byte miss ratio 0.4940
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size     1696, 2941988 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size     5090, 2941988 req, miss ratio 0.4415, byte miss ratio 0.4415
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size    16967, 2941988 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size    33934, 2941988 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size    67868, 2941988 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns9122.oracleGeneral.zst LRU cache size   135737, 2941988 req, miss ratio 0.0582, byte miss ratio 0.0582
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size      169, 2941988 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size      509, 2941988 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size     1696, 2941988 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size     5090, 2941988 req, miss ratio 0.2957, byte miss ratio 0.2957
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size    16967, 2941988 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size    33934, 2941988 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size    67868, 2941988 req, miss ratio 0.0748, byte miss ratio 0.0748
result/tencentBlock.ns9122.oracleGeneral.zst LIRS cache size   135737, 2941988 req, miss ratio 0.0597, byte miss ratio 0.0597
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size      169, 2941988 req, miss ratio 0.5063, byte miss ratio 0.5063
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size      509, 2941988 req, miss ratio 0.4728, byte miss ratio 0.4728
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size     1696, 2941988 req, miss ratio 0.4393, byte miss ratio 0.4393
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size     5090, 2941988 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size    16967, 2941988 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size    33934, 2941988 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size    67868, 2941988 req, miss ratio 0.0696, byte miss ratio 0.0696
result/tencentBlock.ns9122.oracleGeneral.zst ARC cache size   135737, 2941988 req, miss ratio 0.0585, byte miss ratio 0.0585
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size      169, 2941988 req, miss ratio 0.5082, byte miss ratio 0.5082
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size      509, 2941988 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size     1696, 2941988 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size     5090, 2941988 req, miss ratio 0.3385, byte miss ratio 0.3385
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size    16967, 2941988 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size    33934, 2941988 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size    67868, 2941988 req, miss ratio 0.0702, byte miss ratio 0.0702
result/tencentBlock.ns9122.oracleGeneral.zst S3FIFO-1 cache size   135737, 2941988 req, miss ratio 0.0585, byte miss ratio 0.0585
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size      169, 2941988 req, miss ratio 0.5075, byte miss ratio 0.5075
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size      509, 2941988 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size     1696, 2941988 req, miss ratio 0.4451, byte miss ratio 0.4451
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size     5090, 2941988 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size    16967, 2941988 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size    33934, 2941988 req, miss ratio 0.1012, byte miss ratio 0.1012
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size    67868, 2941988 req, miss ratio 0.0732, byte miss ratio 0.0732
result/tencentBlock.ns9122.oracleGeneral.zst Cacheus cache size   135737, 2941988 req, miss ratio 0.0584, byte miss ratio 0.0584
