result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size      195, 2701862 req, miss ratio 0.6320, byte miss ratio 0.6320
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size      586, 2701862 req, miss ratio 0.5332, byte miss ratio 0.5332
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size     1956, 2701862 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size     5869, 2701862 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size    19563, 2701862 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size    39127, 2701862 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size    78254, 2701862 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns15646.oracleGeneral.zst LRU cache size   156508, 2701862 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size      195, 2701862 req, miss ratio 0.6017, byte miss ratio 0.6017
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size      586, 2701862 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size     1956, 2701862 req, miss ratio 0.2904, byte miss ratio 0.2904
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size     5869, 2701862 req, miss ratio 0.2275, byte miss ratio 0.2275
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size    19563, 2701862 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size    39127, 2701862 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size    78254, 2701862 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns15646.oracleGeneral.zst ARC cache size   156508, 2701862 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size      195, 2701862 req, miss ratio 0.6107, byte miss ratio 0.6107
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size      586, 2701862 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size     1956, 2701862 req, miss ratio 0.3027, byte miss ratio 0.3027
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size     5869, 2701862 req, miss ratio 0.2332, byte miss ratio 0.2332
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size    19563, 2701862 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size    39127, 2701862 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size    78254, 2701862 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns15646.oracleGeneral.zst LIRS cache size   156508, 2701862 req, miss ratio 0.0764, byte miss ratio 0.0764
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size      195, 2701862 req, miss ratio 0.6164, byte miss ratio 0.6164
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size      586, 2701862 req, miss ratio 0.5316, byte miss ratio 0.5316
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size     1956, 2701862 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size     5869, 2701862 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size    19563, 2701862 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size    39127, 2701862 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size    78254, 2701862 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns15646.oracleGeneral.zst clock2 cache size   156508, 2701862 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size      195, 2701862 req, miss ratio 0.6185, byte miss ratio 0.6185
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size      586, 2701862 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size     1956, 2701862 req, miss ratio 0.3254, byte miss ratio 0.3254
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size     5869, 2701862 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size    19563, 2701862 req, miss ratio 0.1692, byte miss ratio 0.1692
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size    39127, 2701862 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size    78254, 2701862 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns15646.oracleGeneral.zst LeCaR cache size   156508, 2701862 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size      195, 2701862 req, miss ratio 0.6107, byte miss ratio 0.6107
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size      586, 2701862 req, miss ratio 0.5318, byte miss ratio 0.5318
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size     1956, 2701862 req, miss ratio 0.3303, byte miss ratio 0.3303
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size     5869, 2701862 req, miss ratio 0.2314, byte miss ratio 0.2314
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size    19563, 2701862 req, miss ratio 0.1728, byte miss ratio 0.1728
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size    39127, 2701862 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size    78254, 2701862 req, miss ratio 0.0891, byte miss ratio 0.0891
result/tencentBlock.ns15646.oracleGeneral.zst LHD cache size   156508, 2701862 req, miss ratio 0.0736, byte miss ratio 0.0736
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size      195, 2701862 req, miss ratio 0.6000, byte miss ratio 0.6000
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size      586, 2701862 req, miss ratio 0.5085, byte miss ratio 0.5085
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size     1956, 2701862 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size     5869, 2701862 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size    19563, 2701862 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size    39127, 2701862 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size    78254, 2701862 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns15646.oracleGeneral.zst Cacheus cache size   156508, 2701862 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size      195, 2701862 req, miss ratio 0.6212, byte miss ratio 0.6212
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size      586, 2701862 req, miss ratio 0.5307, byte miss ratio 0.5307
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size     1956, 2701862 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size     5869, 2701862 req, miss ratio 0.2322, byte miss ratio 0.2322
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size    19563, 2701862 req, miss ratio 0.1731, byte miss ratio 0.1731
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size    39127, 2701862 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size    78254, 2701862 req, miss ratio 0.0929, byte miss ratio 0.0929
result/tencentBlock.ns15646.oracleGeneral.zst Clock cache size   156508, 2701862 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size      195, 2701862 req, miss ratio 0.7137, byte miss ratio 0.7137
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size      586, 2701862 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size     1956, 2701862 req, miss ratio 0.4205, byte miss ratio 0.4205
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size     5869, 2701862 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size    19563, 2701862 req, miss ratio 0.1857, byte miss ratio 0.1857
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size    39127, 2701862 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size    78254, 2701862 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns15646.oracleGeneral.zst FIFO cache size   156508, 2701862 req, miss ratio 0.0766, byte miss ratio 0.0766
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size      195, 2701862 req, miss ratio 0.6127, byte miss ratio 0.6127
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size      586, 2701862 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size     1956, 2701862 req, miss ratio 0.2930, byte miss ratio 0.2930
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size     5869, 2701862 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size    19563, 2701862 req, miss ratio 0.1814, byte miss ratio 0.1814
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size    39127, 2701862 req, miss ratio 0.1442, byte miss ratio 0.1442
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size    78254, 2701862 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-1 cache size   156508, 2701862 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-d-1 cache size      195, 2701862 req, miss ratio 0.6028, byte miss ratio 0.6028
result/tencentBlock.ns15646.oracleGeneral.zst S3FIFO-d-1 cache size      586, 2701862 req, miss ratio 0.5000, byte miss ratio 0.5000
