result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size      140, 1371270 req, miss ratio 0.4008, byte miss ratio 0.4008
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size      421, 1371270 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size     1405, 1371270 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size     4217, 1371270 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size    14057, 1371270 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size    28115, 1371270 req, miss ratio 0.2719, byte miss ratio 0.2719
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size    56231, 1371270 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns13595.oracleGeneral.zst LeCaR cache size   112463, 1371270 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size      140, 1371270 req, miss ratio 0.3964, byte miss ratio 0.3964
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size      421, 1371270 req, miss ratio 0.3893, byte miss ratio 0.3893
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size     1405, 1371270 req, miss ratio 0.3849, byte miss ratio 0.3849
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size     4217, 1371270 req, miss ratio 0.3840, byte miss ratio 0.3840
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size    14057, 1371270 req, miss ratio 0.3267, byte miss ratio 0.3267
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size    28115, 1371270 req, miss ratio 0.2661, byte miss ratio 0.2661
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size    56231, 1371270 req, miss ratio 0.1663, byte miss ratio 0.1663
result/tencentBlock.ns13595.oracleGeneral.zst ARC cache size   112463, 1371270 req, miss ratio 0.1127, byte miss ratio 0.1127
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size      140, 1371270 req, miss ratio 0.3986, byte miss ratio 0.3986
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size      421, 1371270 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size     1405, 1371270 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size     4217, 1371270 req, miss ratio 0.3839, byte miss ratio 0.3839
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size    14057, 1371270 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size    28115, 1371270 req, miss ratio 0.2821, byte miss ratio 0.2821
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size    56231, 1371270 req, miss ratio 0.1653, byte miss ratio 0.1653
result/tencentBlock.ns13595.oracleGeneral.zst Cacheus cache size   112463, 1371270 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns13595.oracleGeneral.zst S3FIFO-1 cache size      140, 1371270 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns13595.oracleGeneral.zst S3FIFO-1 cache size      421, 1371270 req, miss ratio 0.3880, byte miss ratio 0.3880
result/tencentBlock.ns13595.oracleGeneral.zst S3FIFO-1 cache size     1405, 1371270 req, miss ratio 0.3844, byte miss ratio 0.3844
