result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size      122, 3654855 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size      366, 3654855 req, miss ratio 0.2047, byte miss ratio 0.2047
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size     1221, 3654855 req, miss ratio 0.1528, byte miss ratio 0.1528
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size     3664, 3654855 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size    12213, 3654855 req, miss ratio 0.1304, byte miss ratio 0.1304
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size    24427, 3654855 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size    48854, 3654855 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns3855.oracleGeneral.zst clock2 cache size    97708, 3654855 req, miss ratio 0.0345, byte miss ratio 0.0345
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size      122, 3654855 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size      366, 3654855 req, miss ratio 0.1832, byte miss ratio 0.1832
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size     1221, 3654855 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size     3664, 3654855 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size    12213, 3654855 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size    24427, 3654855 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size    48854, 3654855 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns3855.oracleGeneral.zst ARC cache size    97708, 3654855 req, miss ratio 0.0339, byte miss ratio 0.0339
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size      122, 3654855 req, miss ratio 0.3914, byte miss ratio 0.3914
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size      366, 3654855 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size     1221, 3654855 req, miss ratio 0.1538, byte miss ratio 0.1538
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size     3664, 3654855 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size    12213, 3654855 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size    24427, 3654855 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size    48854, 3654855 req, miss ratio 0.0754, byte miss ratio 0.0754
result/tencentBlock.ns3855.oracleGeneral.zst Clock cache size    97708, 3654855 req, miss ratio 0.0360, byte miss ratio 0.0360
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size      122, 3654855 req, miss ratio 0.3159, byte miss ratio 0.3159
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size      366, 3654855 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size     1221, 3654855 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size     3664, 3654855 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size    12213, 3654855 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size    24427, 3654855 req, miss ratio 0.1019, byte miss ratio 0.1019
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size    48854, 3654855 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns3855.oracleGeneral.zst LIRS cache size    97708, 3654855 req, miss ratio 0.0338, byte miss ratio 0.0338
result/tencentBlock.ns3855.oracleGeneral.zst FIFO cache size      122, 3654855 req, miss ratio 0.4694, byte miss ratio 0.4694
