result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size      311, 3129144 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size      935, 3129144 req, miss ratio 0.3856, byte miss ratio 0.3856
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size     3117, 3129144 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size     9353, 3129144 req, miss ratio 0.2256, byte miss ratio 0.2256
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size    31179, 3129144 req, miss ratio 0.1498, byte miss ratio 0.1498
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size    62358, 3129144 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size   124717, 3129144 req, miss ratio 0.1059, byte miss ratio 0.1059
result/tencentBlock.ns15968.oracleGeneral.zst ARC cache size   249435, 3129144 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size      311, 3129144 req, miss ratio 0.5125, byte miss ratio 0.5125
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size      935, 3129144 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size     3117, 3129144 req, miss ratio 0.2648, byte miss ratio 0.2648
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size     9353, 3129144 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size    31179, 3129144 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size    62358, 3129144 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size   124717, 3129144 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns15968.oracleGeneral.zst Cacheus cache size   249435, 3129144 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size      311, 3129144 req, miss ratio 0.5273, byte miss ratio 0.5273
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size      935, 3129144 req, miss ratio 0.3776, byte miss ratio 0.3776
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size     3117, 3129144 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size     9353, 3129144 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size    31179, 3129144 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size    62358, 3129144 req, miss ratio 0.1141, byte miss ratio 0.1141
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size   124717, 3129144 req, miss ratio 0.1058, byte miss ratio 0.1058
result/tencentBlock.ns15968.oracleGeneral.zst S3FIFO-1 cache size   249435, 3129144 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size      311, 3129144 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size      935, 3129144 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size     3117, 3129144 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size     9353, 3129144 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size    31179, 3129144 req, miss ratio 0.1460, byte miss ratio 0.1460
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size    62358, 3129144 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size   124717, 3129144 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns15968.oracleGeneral.zst LeCaR cache size   249435, 3129144 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size      311, 3129144 req, miss ratio 0.6324, byte miss ratio 0.6324
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size      935, 3129144 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size     3117, 3129144 req, miss ratio 0.3367, byte miss ratio 0.3367
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size     9353, 3129144 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size    31179, 3129144 req, miss ratio 0.1649, byte miss ratio 0.1649
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size    62358, 3129144 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size   124717, 3129144 req, miss ratio 0.1108, byte miss ratio 0.1108
result/tencentBlock.ns15968.oracleGeneral.zst FIFO cache size   249435, 3129144 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size      311, 3129144 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size      935, 3129144 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size     3117, 3129144 req, miss ratio 0.2799, byte miss ratio 0.2799
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size     9353, 3129144 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size    31179, 3129144 req, miss ratio 0.1514, byte miss ratio 0.1514
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size    62358, 3129144 req, miss ratio 0.1151, byte miss ratio 0.1151
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size   124717, 3129144 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns15968.oracleGeneral.zst Clock cache size   249435, 3129144 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size      311, 3129144 req, miss ratio 0.5356, byte miss ratio 0.5356
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size      935, 3129144 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size     3117, 3129144 req, miss ratio 0.2866, byte miss ratio 0.2866
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size     9353, 3129144 req, miss ratio 0.2255, byte miss ratio 0.2255
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size    31179, 3129144 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns15968.oracleGeneral.zst LRU cache size    62358, 3129144 req, miss ratio 0.1127, byte miss ratio 0.1127
