result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size      143, 1215252 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size      430, 1215252 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size     1434, 1215252 req, miss ratio 0.4945, byte miss ratio 0.4945
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size     4303, 1215252 req, miss ratio 0.4903, byte miss ratio 0.4903
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size    14344, 1215252 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size    28688, 1215252 req, miss ratio 0.4245, byte miss ratio 0.4245
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size    57376, 1215252 req, miss ratio 0.2645, byte miss ratio 0.2645
result/tencentBlock.ns4373.oracleGeneral.zst LRU cache size   114752, 1215252 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size      143, 1215252 req, miss ratio 0.5471, byte miss ratio 0.5471
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size      430, 1215252 req, miss ratio 0.5159, byte miss ratio 0.5159
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size     1434, 1215252 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size     4303, 1215252 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size    14344, 1215252 req, miss ratio 0.4890, byte miss ratio 0.4890
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size    28688, 1215252 req, miss ratio 0.4222, byte miss ratio 0.4222
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size    57376, 1215252 req, miss ratio 0.3466, byte miss ratio 0.3466
result/tencentBlock.ns4373.oracleGeneral.zst Clock cache size   114752, 1215252 req, miss ratio 0.1393, byte miss ratio 0.1393
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size      143, 1215252 req, miss ratio 0.5380, byte miss ratio 0.5380
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size      430, 1215252 req, miss ratio 0.5168, byte miss ratio 0.5168
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size     1434, 1215252 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size     4303, 1215252 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size    14344, 1215252 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size    28688, 1215252 req, miss ratio 0.4160, byte miss ratio 0.4160
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size    57376, 1215252 req, miss ratio 0.2667, byte miss ratio 0.2667
result/tencentBlock.ns4373.oracleGeneral.zst LeCaR cache size   114752, 1215252 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size      143, 1215252 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size      430, 1215252 req, miss ratio 0.4978, byte miss ratio 0.4978
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size     1434, 1215252 req, miss ratio 0.4907, byte miss ratio 0.4907
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size     4303, 1215252 req, miss ratio 0.4893, byte miss ratio 0.4893
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size    14344, 1215252 req, miss ratio 0.4646, byte miss ratio 0.4646
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size    28688, 1215252 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size    57376, 1215252 req, miss ratio 0.3269, byte miss ratio 0.3269
result/tencentBlock.ns4373.oracleGeneral.zst Cacheus cache size   114752, 1215252 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size      143, 1215252 req, miss ratio 0.6039, byte miss ratio 0.6039
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size      430, 1215252 req, miss ratio 0.5482, byte miss ratio 0.5482
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size     1434, 1215252 req, miss ratio 0.5102, byte miss ratio 0.5102
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size     4303, 1215252 req, miss ratio 0.4973, byte miss ratio 0.4973
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size    14344, 1215252 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size    28688, 1215252 req, miss ratio 0.4395, byte miss ratio 0.4395
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size    57376, 1215252 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns4373.oracleGeneral.zst FIFO cache size   114752, 1215252 req, miss ratio 0.1610, byte miss ratio 0.1610
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size      143, 1215252 req, miss ratio 0.5826, byte miss ratio 0.5826
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size      430, 1215252 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size     1434, 1215252 req, miss ratio 0.4950, byte miss ratio 0.4950
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size     4303, 1215252 req, miss ratio 0.4895, byte miss ratio 0.4895
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size    14344, 1215252 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size    28688, 1215252 req, miss ratio 0.3956, byte miss ratio 0.3956
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size    57376, 1215252 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns4373.oracleGeneral.zst LIRS cache size   114752, 1215252 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size      143, 1215252 req, miss ratio 0.5494, byte miss ratio 0.5494
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size      430, 1215252 req, miss ratio 0.5157, byte miss ratio 0.5157
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size     1434, 1215252 req, miss ratio 0.4933, byte miss ratio 0.4933
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size     4303, 1215252 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size    14344, 1215252 req, miss ratio 0.4890, byte miss ratio 0.4890
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size    28688, 1215252 req, miss ratio 0.4241, byte miss ratio 0.4241
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size    57376, 1215252 req, miss ratio 0.3574, byte miss ratio 0.3574
result/tencentBlock.ns4373.oracleGeneral.zst clock2 cache size   114752, 1215252 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size      143, 1215252 req, miss ratio 0.5439, byte miss ratio 0.5439
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size      430, 1215252 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size     1434, 1215252 req, miss ratio 0.4933, byte miss ratio 0.4933
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size     4303, 1215252 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size    14344, 1215252 req, miss ratio 0.4761, byte miss ratio 0.4761
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size    28688, 1215252 req, miss ratio 0.4108, byte miss ratio 0.4108
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size    57376, 1215252 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns4373.oracleGeneral.zst LHD cache size   114752, 1215252 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size      143, 1215252 req, miss ratio 0.5268, byte miss ratio 0.5268
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size      430, 1215252 req, miss ratio 0.4958, byte miss ratio 0.4958
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size     1434, 1215252 req, miss ratio 0.4909, byte miss ratio 0.4909
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size     4303, 1215252 req, miss ratio 0.4895, byte miss ratio 0.4895
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size    14344, 1215252 req, miss ratio 0.4449, byte miss ratio 0.4449
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size    28688, 1215252 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size    57376, 1215252 req, miss ratio 0.3003, byte miss ratio 0.3003
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-1 cache size   114752, 1215252 req, miss ratio 0.1348, byte miss ratio 0.1348
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size      143, 1215252 req, miss ratio 0.5192, byte miss ratio 0.5192
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size      430, 1215252 req, miss ratio 0.4972, byte miss ratio 0.4972
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size     1434, 1215252 req, miss ratio 0.4912, byte miss ratio 0.4912
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size     4303, 1215252 req, miss ratio 0.4896, byte miss ratio 0.4896
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size    14344, 1215252 req, miss ratio 0.4688, byte miss ratio 0.4688
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size    28688, 1215252 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size    57376, 1215252 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns4373.oracleGeneral.zst ARC cache size   114752, 1215252 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-d-1 cache size      143, 1215252 req, miss ratio 0.5261, byte miss ratio 0.5261
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-d-1 cache size      430, 1215252 req, miss ratio 0.4947, byte miss ratio 0.4947
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-d-1 cache size     1434, 1215252 req, miss ratio 0.4909, byte miss ratio 0.4909
result/tencentBlock.ns4373.oracleGeneral.zst S3FIFO-d-1 cache size     4303, 1215252 req, miss ratio 0.4895, byte miss ratio 0.4895
