result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size      215, 1384615 req, miss ratio 0.4880, byte miss ratio 0.4880
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size      645, 1384615 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size     2152, 1384615 req, miss ratio 0.4727, byte miss ratio 0.4727
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size     6458, 1384615 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size    21527, 1384615 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size    43055, 1384615 req, miss ratio 0.4057, byte miss ratio 0.4057
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size    86110, 1384615 req, miss ratio 0.2634, byte miss ratio 0.2634
result/tencentBlock.ns17236.oracleGeneral.zst clock2 cache size   172220, 1384615 req, miss ratio 0.1594, byte miss ratio 0.1594
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size      215, 1384615 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size      645, 1384615 req, miss ratio 0.4742, byte miss ratio 0.4742
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size     2152, 1384615 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size     6458, 1384615 req, miss ratio 0.4707, byte miss ratio 0.4707
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size    21527, 1384615 req, miss ratio 0.4242, byte miss ratio 0.4242
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size    43055, 1384615 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size    86110, 1384615 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns17236.oracleGeneral.zst ARC cache size   172220, 1384615 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size      215, 1384615 req, miss ratio 0.4875, byte miss ratio 0.4875
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size      645, 1384615 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size     2152, 1384615 req, miss ratio 0.4722, byte miss ratio 0.4722
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size     6458, 1384615 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size    21527, 1384615 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size    43055, 1384615 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size    86110, 1384615 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns17236.oracleGeneral.zst LHD cache size   172220, 1384615 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size      215, 1384615 req, miss ratio 0.4843, byte miss ratio 0.4843
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size      645, 1384615 req, miss ratio 0.4746, byte miss ratio 0.4746
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size     2152, 1384615 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size     6458, 1384615 req, miss ratio 0.4702, byte miss ratio 0.4702
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size    21527, 1384615 req, miss ratio 0.4158, byte miss ratio 0.4158
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size    43055, 1384615 req, miss ratio 0.3640, byte miss ratio 0.3640
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size    86110, 1384615 req, miss ratio 0.2229, byte miss ratio 0.2229
result/tencentBlock.ns17236.oracleGeneral.zst S3FIFO-1 cache size   172220, 1384615 req, miss ratio 0.1589, byte miss ratio 0.1589
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size      215, 1384615 req, miss ratio 0.5488, byte miss ratio 0.5488
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size      645, 1384615 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size     2152, 1384615 req, miss ratio 0.4799, byte miss ratio 0.4799
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size     6458, 1384615 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size    21527, 1384615 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size    43055, 1384615 req, miss ratio 0.3351, byte miss ratio 0.3351
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size    86110, 1384615 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns17236.oracleGeneral.zst LIRS cache size   172220, 1384615 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size      215, 1384615 req, miss ratio 0.4765, byte miss ratio 0.4765
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size      645, 1384615 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size     2152, 1384615 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size     6458, 1384615 req, miss ratio 0.4702, byte miss ratio 0.4702
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size    21527, 1384615 req, miss ratio 0.4306, byte miss ratio 0.4306
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size    43055, 1384615 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size    86110, 1384615 req, miss ratio 0.2365, byte miss ratio 0.2365
result/tencentBlock.ns17236.oracleGeneral.zst Cacheus cache size   172220, 1384615 req, miss ratio 0.1566, byte miss ratio 0.1566
result/tencentBlock.ns17236.oracleGeneral.zst FIFO cache size      215, 1384615 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns17236.oracleGeneral.zst FIFO cache size      645, 1384615 req, miss ratio 0.5036, byte miss ratio 0.5036
result/tencentBlock.ns17236.oracleGeneral.zst FIFO cache size     2152, 1384615 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns17236.oracleGeneral.zst FIFO cache size     6458, 1384615 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns17236.oracleGeneral.zst FIFO cache size    21527, 1384615 req, miss ratio 0.4351, byte miss ratio 0.4351
