result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size      225, 1768067 req, miss ratio 0.4582, byte miss ratio 0.4582
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size      677, 1768067 req, miss ratio 0.4367, byte miss ratio 0.4367
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size     2257, 1768067 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size     6771, 1768067 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size    22571, 1768067 req, miss ratio 0.3290, byte miss ratio 0.3290
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size    45142, 1768067 req, miss ratio 0.2882, byte miss ratio 0.2882
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size    90285, 1768067 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns16304.oracleGeneral.zst Cacheus cache size   180571, 1768067 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size      225, 1768067 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size      677, 1768067 req, miss ratio 0.4365, byte miss ratio 0.4365
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size     2257, 1768067 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size     6771, 1768067 req, miss ratio 0.3610, byte miss ratio 0.3610
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size    22571, 1768067 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size    45142, 1768067 req, miss ratio 0.2683, byte miss ratio 0.2683
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size    90285, 1768067 req, miss ratio 0.1741, byte miss ratio 0.1741
result/tencentBlock.ns16304.oracleGeneral.zst ARC cache size   180571, 1768067 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size      225, 1768067 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size      677, 1768067 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size     2257, 1768067 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size     6771, 1768067 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size    22571, 1768067 req, miss ratio 0.3196, byte miss ratio 0.3196
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size    45142, 1768067 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size    90285, 1768067 req, miss ratio 0.1732, byte miss ratio 0.1732
result/tencentBlock.ns16304.oracleGeneral.zst LIRS cache size   180571, 1768067 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size      225, 1768067 req, miss ratio 0.4698, byte miss ratio 0.4698
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size      677, 1768067 req, miss ratio 0.4431, byte miss ratio 0.4431
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size     2257, 1768067 req, miss ratio 0.4149, byte miss ratio 0.4149
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size     6771, 1768067 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size    22571, 1768067 req, miss ratio 0.3509, byte miss ratio 0.3509
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size    45142, 1768067 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size    90285, 1768067 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns16304.oracleGeneral.zst Clock cache size   180571, 1768067 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size      225, 1768067 req, miss ratio 0.4648, byte miss ratio 0.4648
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size      677, 1768067 req, miss ratio 0.4428, byte miss ratio 0.4428
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size     2257, 1768067 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size     6771, 1768067 req, miss ratio 0.3679, byte miss ratio 0.3679
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size    22571, 1768067 req, miss ratio 0.3248, byte miss ratio 0.3248
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size    45142, 1768067 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size    90285, 1768067 req, miss ratio 0.1670, byte miss ratio 0.1670
result/tencentBlock.ns16304.oracleGeneral.zst LeCaR cache size   180571, 1768067 req, miss ratio 0.1279, byte miss ratio 0.1279
