result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size      423, 3915337 req, miss ratio 0.5077, byte miss ratio 0.5077
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size     1269, 3915337 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size     4232, 3915337 req, miss ratio 0.2700, byte miss ratio 0.2700
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size    12697, 3915337 req, miss ratio 0.2366, byte miss ratio 0.2366
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size    42324, 3915337 req, miss ratio 0.1648, byte miss ratio 0.1648
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size    84648, 3915337 req, miss ratio 0.1355, byte miss ratio 0.1355
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size   169296, 3915337 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns13401.oracleGeneral.zst LeCaR cache size   338592, 3915337 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size      423, 3915337 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size     1269, 3915337 req, miss ratio 0.3521, byte miss ratio 0.3521
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size     4232, 3915337 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size    12697, 3915337 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size    42324, 3915337 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size    84648, 3915337 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size   169296, 3915337 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns13401.oracleGeneral.zst LIRS cache size   338592, 3915337 req, miss ratio 0.1121, byte miss ratio 0.1121
